FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,mc_title,mc_slug,mc_releaseDate,mc_criticScore,mc_rating,mc_platforms
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,mobile,The Darkside Detective,,FFF4CCCC,12-19 February 2026,The Darkside Detective,2026.0,https://ru.wikipedia.org/w/index.php?title=The_Darkside_Detective&action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii,The Darkside Detective,the-darkside-detective,2017-07-27,77.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One, PlayStation 5, iOS (iPhone/iPad)"
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,The Darkside Detective,,FFD0E0E3,4-11 December 2025,The Darkside Detective,2025.0,https://ru.wikipedia.org/w/index.php?title=The_Darkside_Detective&action=edit&redlink=1,https://kanobu.ru/news/v-egs-startovala-razdacha-besplatnyih-the-darkside-detective-i-the-jackbox-party-pack-4-509583/,The Darkside Detective,the-darkside-detective,2017-07-27,77.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One, PlayStation 5, iOS (iPhone/iPad)"
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,The Darkside Detective,,FFD0E0E3,12-19 February 2026,The Darkside Detective,2026.0,https://ru.wikipedia.org/w/index.php?title=The_Darkside_Detective&action=edit&redlink=1,https://dtf.ru/games/4779222-razdacha-nobody-wants-to-die-v-egs-nedostupna-dlya-rossii,The Darkside Detective,the-darkside-detective,2017-07-27,77.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One, PlayStation 5, iOS (iPhone/iPad)"
2025-12-04 00:00:00,2025-12-11 00:00:00,Thursday,7,,Jackbox Party Pack 4,,FFD0E0E3,,,,,,The Jackbox Party Pack 4,the-jackbox-party-pack-4,2017-10-17,74.0,T,"PlayStation 4, Xbox One, PC, Nintendo Switch, iOS (iPhone/iPad)"
2025-11-27 00:00:00,2025-12-04 00:00:00,Thursday,7,mobile,Universe for Sale,,FFF4CCCC,27 November - 4 December 2025,Universe for Sale,2025.0,https://ru.wikipedia.org/w/index.php?title=Universe_for_Sale&action=edit&redlink=1,https://dtf.ru/games/4421466-razdacha-universe-for-sale-v-egs,Universe For Sale,universe-for-sale,2023-11-16,80.0,,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, iOS (iPhone/iPad), Nintendo Switch"
2025-11-27 00:00:00,2025-12-04 00:00:00,Thursday,7,,Universe for Sale,,FFD0E0E3,27 November - 4 December 2025,Universe for Sale,2025.0,https://ru.wikipedia.org/w/index.php?title=Universe_for_Sale&action=edit&redlink=1,https://dtf.ru/games/4421466-razdacha-universe-for-sale-v-egs,Universe For Sale,universe-for-sale,2023-11-16,80.0,,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, iOS (iPhone/iPad), Nintendo Switch"
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,mobile,Zoeti,,FFF4CCCC,20-27 November 2025,Zoeti,2025.0,https://ru.wikipedia.org/w/index.php?title=Zoeti&action=edit&redlink=1,https://www.igromania.ru/news/159250/v-egs-stali-besplatno-otdavat-rogalik-zoeti-i-strategiyu-godzilla-voxel-wars/,Zoeti,zoeti,2023-04-20,69.0,,"PC, Nintendo Switch, iOS (iPhone/iPad)"
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,,Godzilla Voxel Wars,,FFD0E0E3,,,,,,Godzilla Voxel Wars,godzilla-voxel-wars,2023-11-08,,,"PC, Nintendo Switch"
2025-11-20 00:00:00,2025-11-27 00:00:00,Thursday,7,,Zoeti,,FFD0E0E3,20-27 November 2025,Zoeti,2025.0,https://ru.wikipedia.org/w/index.php?title=Zoeti&action=edit&redlink=1,https://www.igromania.ru/news/159250/v-egs-stali-besplatno-otdavat-rogalik-zoeti-i-strategiyu-godzilla-voxel-wars/,Zoeti,zoeti,2023-04-20,69.0,,"PC, Nintendo Switch, iOS (iPhone/iPad)"
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,mobile,Scourgebringer,,FFF4CCCC,13-20 November 2025,Scourgebringer,2025.0,https://ru.wikipedia.org/w/index.php?title=Scourgebringer&action=edit&redlink=1,https://dtf.ru/games/4152161-razdacha-igr-v-egs-songs-of-silence-scourgebringer-i-zero-hour,ScourgeBringer,scourgebringer,2020-10-21,76.0,,"PC, Xbox One, Nintendo Switch, PlayStation Vita, PlayStation 4, PlayStation 5, iOS (iPhone/iPad)"
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Scourgebringer,,FFD0E0E3,13-20 November 2025,Scourgebringer,2025.0,https://ru.wikipedia.org/w/index.php?title=Scourgebringer&action=edit&redlink=1,https://dtf.ru/games/4152161-razdacha-igr-v-egs-songs-of-silence-scourgebringer-i-zero-hour,ScourgeBringer,scourgebringer,2020-10-21,76.0,,"PC, Xbox One, Nintendo Switch, PlayStation Vita, PlayStation 4, PlayStation 5, iOS (iPhone/iPad)"
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Songs of Silence,,FFD0E0E3,,,,,,Songs Of Silence,songs-of-silence,2024-11-13,81.0,,"PC, PlayStation 5, Xbox Series X"
2025-11-13 00:00:00,2025-11-20 00:00:00,Thursday,7,,Zero Hour,,FFD0E0E3,,,,,,Zero Hour,zero-hour,2020-08-12,0.0,,PC
2025-11-06 00:00:00,2025-11-13 00:00:00,Thursday,7,pack3,Idle Champions of the Forgotten Realms - Nixie's Champions of Renown Pack,"In-game content, log into game to get",FFF4CCCC,,,,,,Idle Champions of the Forgotten Realms,idle-champions-of-the-forgotten-realms,2018-05-15,0.0,,"iOS (iPhone/iPad), PC, PlayStation 4, Xbox One, Nintendo Switch"
2025-11-06 00:00:00,2025-11-13 00:00:00,Thursday,7,,Felix The Reaper,,FFD0E0E3,6-13 November 2025,Felix the Reaper,2025.0,https://ru.wikipedia.org/w/index.php?title=Felix_the_Reaper&action=edit&redlink=1,https://dtf.ru/games/4137384-razdacha-felix-the-reaper-v-egs,Felix the Reaper,felix-the-reaper,2019-10-17,67.0,T,"Nintendo Switch, PlayStation 4, Xbox One, PC, iOS (iPhone/iPad)"
2025-11-06 00:00:00,2025-11-13 00:00:00,Thursday,7,pack,Idle Champions of the Forgotten Realms - Nixie's Champions of Renown Pack,"In-game content, log into game to get",FFD0E0E3,,,,,,Idle Champions of the Forgotten Realms,idle-champions-of-the-forgotten-realms,2018-05-15,0.0,,"iOS (iPhone/iPad), PC, PlayStation 4, Xbox One, Nintendo Switch"
2025-10-30 00:00:00,2025-11-06 00:00:00,Thursday,7,mobile,Bendy and the Ink Machine,,FFF4CCCC,30 October - 6 November 2025,Bendy and the Ink Machine,2025.0,https://ru.wikipedia.org/wiki/Bendy_and_the_Ink_Machine,https://ixbt.games/news/2025/11/01/bendy-and-the-ink-machine-besplatno-razdaiut-v-mobilnom-egs-na-android-i-ios.html,Bendy and the Ink Machine,bendy-and-the-ink-machine,2018-11-20,71.0,T,"PlayStation 4, PC, Nintendo Switch, Xbox One, iOS (iPhone/iPad), PlayStation 5, Xbox Series X"
2025-10-30 00:00:00,2025-11-06 00:00:00,Thursday,7,,Bendy and the Ink Machine,,FFD0E0E3,30 October - 6 November 2025,Bendy and the Ink Machine,2025.0,https://ru.wikipedia.org/wiki/Bendy_and_the_Ink_Machine,https://ixbt.games/news/2025/11/01/bendy-and-the-ink-machine-besplatno-razdaiut-v-mobilnom-egs-na-android-i-ios.html,Bendy and the Ink Machine,bendy-and-the-ink-machine,2018-11-20,71.0,T,"PlayStation 4, PC, Nintendo Switch, Xbox One, iOS (iPhone/iPad), PlayStation 5, Xbox Series X"
2025-10-30 00:00:00,2025-11-06 00:00:00,Thursday,7,,Five Nights at Freddy's: Into the Pit,,FFD0E0E3,,,,,,Five Nights at Freddy's: Into the Pit,five-nights-at-freddys-into-the-pit,2024-08-08,87.0,,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4"
2025-10-23 00:00:00,2025-10-30 00:00:00,Thursday,7,mobile,Doodle Farm: Breeds and Beasts,,FFF4CCCC,,,,,,Survival Quest Dungeons and the Beasts,survival-quest-dungeons-and-the-beasts,TBA,,,PC
2025-10-23 00:00:00,2025-10-30 00:00:00,Thursday,7,,Fear the Spotlight,,FFD0E0E3,23-30 October 2025,Fear the Spotlight,2025.0,https://ru.wikipedia.org/w/index.php?title=Fear_the_Spotlight&action=edit&redlink=1,https://www.igromania.ru/news/157706/v-epic-games-store-stali-besplatno-otdavat-horror-fear-the-spotlight-pro-shkolnyie-tajnyi/,Fear the Spotlight,fear-the-spotlight,2024-10-22,83.0,T,"PlayStation 5, PC, Nintendo Switch, Xbox One, Xbox Series X, PlayStation 4"
2025-10-16 00:00:00,2025-10-23 00:00:00,Thursday,7,mobile,Samorost 3,,FFF4CCCC,,,,,,Samorost 3,samorost-3,2016-03-24,80.0,,"PC, iOS (iPhone/iPad)"
2025-10-16 00:00:00,2025-10-23 00:00:00,Thursday,7,,Amnesia: The Bunker,,FFD0E0E3,16-23 October 2025,Amnesia: The Bunker,2025.0,https://ru.wikipedia.org/wiki/Amnesia:_The_Bunker,https://www.igromania.ru/news/157318/v-egs-nachalas-besplatnaya-razdacha-horrora-amnesia-the-bunker-i-priklyucheniya-samorost-3/,Amnesia: The Bunker,amnesia-the-bunker,2023-06-06,77.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, Nintendo Switch"
2025-10-16 00:00:00,2025-10-23 00:00:00,Thursday,7,,Samorost 3,,FFD0E0E3,,,,,,Samorost 3,samorost-3,2016-03-24,80.0,,"PC, iOS (iPhone/iPad)"
2025-10-09 00:00:00,2025-10-16 00:00:00,Thursday,7,mobile,Double Dragon Trilogy,,FFF4CCCC,,,,,,Double Dragon Trilogy,double-dragon-trilogy,2013-12-05,0.0,,"iOS (iPhone/iPad), PC"
2025-10-09 00:00:00,2025-10-16 00:00:00,Thursday,7,pack,Albion Online - Rogue Journeyman Bundle,"In-game content, log into game to get",FFD0E0E3,,,,,,Albion Online,albion-online,2018-05-16,72.0,,"PC, iOS (iPhone/iPad), Xbox Series X"
2025-10-09 00:00:00,2025-10-16 00:00:00,Thursday,7,,Gravity Circuit,,FFD0E0E3,9-16 October 2025,Gravity Circuit,2025.0,https://ru.wikipedia.org/w/index.php?title=Gravity_Circuit&action=edit&redlink=1,https://www.igromania.ru/news/156875/v-epic-games-store-stali-besplatno-otdavat-gravity-circuit-rashvalennyij-2d-platformer/,Gravity Circuit,gravity-circuit,2023-07-13,89.0,,"PC, Nintendo Switch, PlayStation 5, PlayStation 4"
2025-10-02 00:00:00,2025-10-09 00:00:00,Thursday,7,mobile,Doodle Devil: Dark Side,,FFF4CCCC,,,,,,Doodle Devil: 3volution - Doodle Devil Pack,doodle-devil-3volution-doodle-devil-pack,2022-07-22,,T,Nintendo Switch
2025-10-02 00:00:00,2025-10-09 00:00:00,Thursday,7,pack,Firestone Online Idle RPG - Special Offer,"In-game content, log into game to get",FFD0E0E3,,,,,,Firestone: Online Idle RPG,firestone-online-idle-rpg,2023-04-25,,,PC
2025-10-02 00:00:00,2025-10-09 00:00:00,Thursday,7,,Nightingale,,FFD0E0E3,2-9 October 2025,Nightingale,2025.0,https://ru.wikipedia.org/w/index.php?title=Nightingale_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://dtf.ru/games/4063053-razdacha-nightingale-v-egs-viktorianskij-vyzhivach,Nightingale,nightingale,TBA - Early Access,0.0,,PC
2025-09-25 00:00:00,2025-10-02 00:00:00,Thursday,7,dupe3,Eastern Exorcist,,FFF4CCCC,25 September - 2 October 2025,Eastern Exorcist,2025.0,https://ru.wikipedia.org/w/index.php?title=Eastern_Exorcist&action=edit&redlink=1,https://www.igromania.ru/news/156123/v-epic-games-store-nachalas-besplatnaya-razdacha-eastern-exorcist-rolevogo-fentezi-ekshena/,Eastern Exorcist,eastern-exorcist,2021-07-07,73.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, Nintendo Switch"
2025-09-25 00:00:00,2025-10-02 00:00:00,Thursday,7,,Eastern Exorcist,,FFD0E0E3,25 September - 2 October 2025,Eastern Exorcist,2025.0,https://ru.wikipedia.org/w/index.php?title=Eastern_Exorcist&action=edit&redlink=1,https://www.igromania.ru/news/156123/v-epic-games-store-nachalas-besplatnaya-razdacha-eastern-exorcist-rolevogo-fentezi-ekshena/,Eastern Exorcist,eastern-exorcist,2021-07-07,73.0,,"PC, PlayStation 4, Xbox One, Xbox Series X, Nintendo Switch"
2025-09-25 00:00:00,2025-10-02 00:00:00,Thursday,7,,Jorel’s Brother and The Most Important Game of the Galaxy,,FFD0E0E3,,,,,,Jorel's Brother and The Most Important Game of the Galaxy: Complete Edition,jorels-brother-and-the-most-important-game-of-the-2024,2024-04-10,,E10+,"Xbox Series X, Nintendo Switch, Xbox One"
2025-09-18 00:00:00,2025-09-25 00:00:00,Thursday,7,pack3,Road Redemption Mobile - Full Game,Requires base game (free): Road Redemption Mobile,FFF4CCCC,,,,,,Road Redemption,road-redemption,2017-10-04,70.0,,"PC, Wii U, Nintendo Switch, Xbox One, PlayStation 4"
2025-09-18 00:00:00,2025-09-25 00:00:00,Thursday,7,mobile,Samorost 2,,FFF4CCCC,,,,,,Samorost 2,samorost-2,2020-11-05,0.0,,"iOS (iPhone/iPad), PC"
2025-09-18 00:00:00,2025-09-25 00:00:00,Thursday,7,,Project Winter,,FFD0E0E3,18-25 September 2025,Project Winter,2025.0,https://ru.wikipedia.org/w/index.php?title=Project_Winter&action=edit&redlink=1,https://dtf.ru/games/4035457-razdacha-project-winter-i-samorost-2-v-epic-games-store,Project Winter,project-winter,2021-02-04,75.0,T,"Xbox One, PC, PlayStation 4, Nintendo Switch"
2025-09-18 00:00:00,2025-09-25 00:00:00,Thursday,7,,Samorost 2,,FFD0E0E3,,,,,,Samorost 2,samorost-2,2020-11-05,0.0,,"iOS (iPhone/iPad), PC"
2025-09-11 00:00:00,2025-09-18 00:00:00,Thursday,7,mobile,Monument Valley 2,,FFF4CCCC,,,,,,Monument Valley 2,monument-valley-2,2017-05-30,83.0,,"iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC"
2025-09-11 00:00:00,2025-09-18 00:00:00,Thursday,7,mobile,The Battle of Polytopia,,FFF4CCCC,11-18 September 2025,The Battle of Polytopia,2025.0,https://ru.wikipedia.org/wiki/The_Battle_of_Polytopia,https://www.igromania.ru/news/154997/kiberpank-ekshen-ghostrunner-2-besplatno-otdadut-v-egs-poka-mozhno-zabrat-monument-valley/,The Battle of Polytopia,the-battle-of-polytopia,2022-10-12,72.0,E10+,"Nintendo Switch, iOS (iPhone/iPad), PC"
2025-09-11 00:00:00,2025-09-18 00:00:00,Thursday,7,dupe,Ghostrunner 2,,FFD0E0E3,26 December 2024,Ghostrunner 2,2024.0,https://ru.wikipedia.org/w/index.php?title=Ghostrunner_2&action=edit&redlink=1,https://3dnews.ru/1115989/kiberpankoviy-slesher-ghostrunner-2-stal-novoy-besplatnoy-igroy-v-epic-games-store-razdacha-dostupna-v-rossii-i-prodlitsya-vsego-24-chasa,Ghostrunner 2,ghostrunner-2,2023-10-26,80.0,M,"PlayStation 5, Xbox Series X, PC"
2025-09-11 00:00:00,2025-09-18 00:00:00,Thursday,7,,Monument Valley 2,,FFD0E0E3,,,,,,Monument Valley 2,monument-valley-2,2017-05-30,83.0,,"iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC"
2025-09-11 00:00:00,2025-09-18 00:00:00,Thursday,7,,The Battle of Polytopia,,FFD0E0E3,11-18 September 2025,The Battle of Polytopia,2025.0,https://ru.wikipedia.org/wiki/The_Battle_of_Polytopia,https://www.igromania.ru/news/154997/kiberpank-ekshen-ghostrunner-2-besplatno-otdadut-v-egs-poka-mozhno-zabrat-monument-valley/,The Battle of Polytopia,the-battle-of-polytopia,2022-10-12,72.0,E10+,"Nintendo Switch, iOS (iPhone/iPad), PC"
2025-09-04 00:00:00,2025-09-11 00:00:00,Thursday,7,mobile,Monument Valley,,FFF4CCCC,4-11 September 2025,Monument Valley,2025.0,https://ru.wikipedia.org/wiki/Monument_Valley_(%D0%B8%D0%B3%D1%80%D0%B0),https://dtf.ru/games/4006477-razdacha-monument-valley-epic-games-store,Monument Valley,monument-valley,2014-04-03,89.0,,"iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC"
2025-09-04 00:00:00,2025-09-11 00:00:00,Thursday,7,,Monument Valley,,FFD0E0E3,4-11 September 2025,Monument Valley,2025.0,https://ru.wikipedia.org/wiki/Monument_Valley_(%D0%B8%D0%B3%D1%80%D0%B0),https://dtf.ru/games/4006477-razdacha-monument-valley-epic-games-store,Monument Valley,monument-valley,2014-04-03,89.0,,"iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC"
2025-08-28 00:00:00,2025-09-04 00:00:00,Thursday,7,mobile,Machinarium,,FFF4CCCC,28 August - 4 September 2025,Machinarium,2025.0,https://ru.wikipedia.org/wiki/Machinarium,https://kanobu.ru/news/v-egs-nachalas-razdacha-besplatnyih-machinarium-i-make-way-504902/,Machinarium,machinarium,2009-10-16,85.0,E10+,"PC, Wii, iOS (iPhone/iPad), PlayStation 3, PlayStation Vita, PlayStation 4, Nintendo Switch, Xbox One"
2025-08-28 00:00:00,2025-09-04 00:00:00,Thursday,7,,Machinarium,,FFD0E0E3,28 August - 4 September 2025,Machinarium,2025.0,https://ru.wikipedia.org/wiki/Machinarium,https://kanobu.ru/news/v-egs-nachalas-razdacha-besplatnyih-machinarium-i-make-way-504902/,Machinarium,machinarium,2009-10-16,85.0,E10+,"PC, Wii, iOS (iPhone/iPad), PlayStation 3, PlayStation Vita, PlayStation 4, Nintendo Switch, Xbox One"
2025-08-28 00:00:00,2025-09-04 00:00:00,Thursday,7,,Make Way,,FFD0E0E3,,,,,,Make Way,make-way,2023-12-04,83.0,,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One, Nintendo Switch"
2025-08-21 00:00:00,2025-08-28 00:00:00,Thursday,7,mobile,Strange Horticulture,,FFF4CCCC,,,,,,Strange Horticulture,strange-horticulture,2022-01-21,83.0,,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 4, iOS (iPhone/iPad)"
2025-08-21 00:00:00,2025-08-28 00:00:00,Thursday,7,,Kamaeru,,FFD0E0E3,,,,,,Kamaeru: A Frog Refuge,kamaeru-a-frog-refuge,2024-06-08,70.0,E,"Nintendo Switch, PC, Xbox Series X"
2025-08-21 00:00:00,2025-08-28 00:00:00,Thursday,7,,Strange Horticulture,,FFD0E0E3,,,,,,Strange Horticulture,strange-horticulture,2022-01-21,83.0,,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 4, iOS (iPhone/iPad)"
2025-08-14 00:00:00,2025-08-21 00:00:00,Thursday,7,mobile,Hidden Folks,,FFF4CCCC,14-21 August 2025,Hidden Folks,2025.0,https://ru.wikipedia.org/wiki/Hidden_Folks,https://dtf.ru/games/3965218-razdacha-hidden-folks-v-egs,Hidden Folks,hidden-folks,2017-02-15,83.0,,"iOS (iPhone/iPad), PC, Nintendo Switch"
2025-08-14 00:00:00,2025-08-21 00:00:00,Thursday,7,,Hidden Folks,,FFD0E0E3,14-21 August 2025,Hidden Folks,2025.0,https://ru.wikipedia.org/wiki/Hidden_Folks,https://dtf.ru/games/3965218-razdacha-hidden-folks-v-egs,Hidden Folks,hidden-folks,2017-02-15,83.0,,"iOS (iPhone/iPad), PC, Nintendo Switch"
2025-08-14 00:00:00,2025-08-21 00:00:00,Thursday,7,dupe,Totally Reliable Delivery Service Standard Edition,,FFD0E0E3,,,,,,Totally Reliable Delivery Service: Definitive Edition,totally-reliable-delivery-service-definitive,2026-02-13,,E,"PlayStation 5, Nintendo Switch"
2025-08-07 00:00:00,2025-08-14 00:00:00,Thursday,7,mobile,112 Operator,,FFF4CCCC,7-14 August 2025,112 Operator,2025.0,https://ru.wikipedia.org/w/index.php?title=112_Operator&action=edit&redlink=1,https://kanobu.ru/news/egs-zapustil-razdachu-simulyatora-112-operator-i-ekshena-road-redemption-503901/,112 Operator,112-operator,2020-04-23,73.0,,"PC, iOS (iPhone/iPad), Nintendo Switch, Xbox Series X, Xbox One, PlayStation 4"
2025-08-07 00:00:00,2025-08-14 00:00:00,Thursday,7,,112 Operator,,FFD0E0E3,7-14 August 2025,112 Operator,2025.0,https://ru.wikipedia.org/w/index.php?title=112_Operator&action=edit&redlink=1,https://kanobu.ru/news/egs-zapustil-razdachu-simulyatora-112-operator-i-ekshena-road-redemption-503901/,112 Operator,112-operator,2020-04-23,73.0,,"PC, iOS (iPhone/iPad), Nintendo Switch, Xbox Series X, Xbox One, PlayStation 4"
2025-08-07 00:00:00,2025-08-14 00:00:00,Thursday,7,,Road Redemption,,FFD0E0E3,,,,,,Road Redemption,road-redemption,2017-10-04,70.0,,"PC, Wii U, Nintendo Switch, Xbox One, PlayStation 4"
2025-07-31 00:00:00,2025-08-07 00:00:00,Thursday,7,mobile,Pilgrims,,FFF4CCCC,,,,,,Pilgrims,pilgrims,2019-10-05,73.0,,"iOS (iPhone/iPad), PC, Nintendo Switch"
2025-07-31 00:00:00,2025-08-07 00:00:00,Thursday,7,,Keylocker | Turn Based Cyberpunk Action,,FFD0E0E3,31 July - 7 August 2025,Keylocker: Turn Based Cyberpunk Action,2025.0,https://ru.wikipedia.org/w/index.php?title=Keylocker:_Turn_Based_Cyberpunk_Action&action=edit&redlink=1,https://kanobu.ru/news/v-egs-nachalas-razdacha-jrpg-keylocker-i-priklyucheniya-pilgrims-503610/,Keylocker | Turn Based Cyberpunk Action,keylocker-turn-based-cyberpunk-action,2024-09-18,69.0,,"PC, Xbox Series X, PlayStation 5, Nintendo Switch"
2025-07-31 00:00:00,2025-08-07 00:00:00,Thursday,7,,Pilgrims,,FFD0E0E3,,,,,,Pilgrims,pilgrims,2019-10-05,73.0,,"iOS (iPhone/iPad), PC, Nintendo Switch"
2025-07-24 00:00:00,2025-07-31 00:00:00,Thursday,7,mobile,Doodle Mafia: Epic Alchemy,,FFF4CCCC,,,,,,Doodle Mafia,doodle-mafia,2018-11-08,52.0,T,"Xbox One, PC, iOS (iPhone/iPad), Nintendo Switch"
2025-07-24 00:00:00,2025-07-31 00:00:00,Thursday,7,,Legion TD 2,,FFD0E0E3,24-31 July 2025,Legion TD 2,2025.0,https://ru.wikipedia.org/w/index.php?title=Legion_TD_2&action=edit&redlink=1,https://dtf.ru/games/3921121-razdacha-legion-td-2-v-egs,Legion TD 2,legion-td-2,2017-11-20,,,PC
2025-07-17 00:00:00,2025-07-24 00:00:00,Thursday,7,mobile,There Is No Game: Wrong Dimension,,FFF4CCCC,,,,,,There is no game : Wrong dimension,there-is-no-game-wrong-dimension,2021-04-14,87.0,E10+,"Nintendo Switch, PC, iOS (iPhone/iPad)"
2025-07-17 00:00:00,2025-07-24 00:00:00,Thursday,7,,Sid Meier’s Civilization® VI Platinum Edition,,FFD0E0E3,,,,,,Sid Meier's Civilization VI,sid-meiers-civilization-vi,2016-10-20,88.0,E10+,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 4, Xbox One"
2025-07-10 00:00:00,2025-07-17 00:00:00,Thursday,7,mobile,Figment 2: Creed Valley,,FFF4CCCC,10-17 July 2025,Figment 2: Creed Valley,2025.0,https://ru.wikipedia.org/w/index.php?title=Figment_2:_Creed_Valley&action=edit&redlink=1,https://www.igromania.ru/news/152665/v-egs-stali-besplatno-otdavat-priklyuchenie-figment-2-i-arkadnyij-shuter-sky-racket/,Figment 2: Creed Valley,figment-2-creed-valley,2023-03-09,76.0,,"PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X"
2025-07-10 00:00:00,2025-07-17 00:00:00,Thursday,7,,Figment 2: Creed Valley,,FFD0E0E3,10-17 July 2025,Figment 2: Creed Valley,2025.0,https://ru.wikipedia.org/w/index.php?title=Figment_2:_Creed_Valley&action=edit&redlink=1,https://www.igromania.ru/news/152665/v-egs-stali-besplatno-otdavat-priklyuchenie-figment-2-i-arkadnyij-shuter-sky-racket/,Figment 2: Creed Valley,figment-2-creed-valley,2023-03-09,76.0,,"PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X"
2025-07-10 00:00:00,2025-07-17 00:00:00,Thursday,7,,Sky Racket,,FFD0E0E3,,,,,,Sky Racket,sky-racket,2020-03-17,72.0,E10+,"Nintendo Switch, PC"
2025-07-03 00:00:00,2025-07-10 00:00:00,Thursday,7,mobile,Figment,,FFF4CCCC,26 March - 2 April 2020,Figment,2020.0,https://ru.wikipedia.org/w/index.php?title=Figment&action=edit&redlink=1,https://www.cybersport.ru/games/news/v-epic-games-store-nachalas-razdacha-world-war-z-i-dvukh-indi-igr,Figment,figment,2018-06-28,75.0,E10+,"Nintendo Switch, Xbox One, PC, PlayStation 4, iOS (iPhone/iPad), Xbox Series X"
2025-07-03 00:00:00,2025-07-10 00:00:00,Thursday,7,,Backpack Hero,,FFD0E0E3,3-10 July 2025,Backpack Hero,2025.0,https://ru.wikipedia.org/w/index.php?title=Backpack_Hero&action=edit&redlink=1,https://www.igromania.ru/news/152379/v-epic-games-store-stali-besplatno-otdavat-priklyuchenie-figment-i-rogalik-backpack-hero/,Backpack Hero,backpack-hero,2023-11-14,76.0,,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Xbox Series X"
